ID,Comment Text,Label
25,"Ủa alo, rồi ai mới là người cần được cứu thế? Mấy thánh phán xét làm như mình thanh cao lắm không bằng! Thôi đi ngủ cho đỡ tốn oxy của ảnh.",Ủng hộ
26,"Ủng hộ gì tầm này nữa, đẩy thuyền nhiệt tình thôi chứ biết sao giờ!",Ủng hộ
27,"Drama queen ở khắp mọi nơi, Soo Hyun oppa cứ tập trung đóng phim thôi! Ai mà chưa từng mắc sai lầm, chỉ là người nổi tiếng thì bị soi kỹ hơn thôi.",Ủng hộ
28,"Drama căng đét! Mà tui vẫn hóng phim của anh nha. Diễn xuất đỉnh miễn bàn, còn chuyện đời tư kệ người ta đi, ai sống mà không có quá khứ. Anti fan bớt sân si dùm cái!",Ủng hộ
29,Ủa rồi mọi người muốn anh tôi sống sao mới vừa lòng? Chuyện cũ rích đào lên xới lại làm gì vậy trời? Lo làm việc của mình đi ạ!,Ủng hộ
30,"Chuyện riêng tư thì cứ để người ta tự giải quyết đi, hết drama này đến drama khác mệt mỏi thật sự. Anh Soo Hyun diễn hay là được rồi, quan tâm chuyện đời tư làm gì?",Ủng hộ
31,"Anti fan làm hơi lố rồi đó, anh tôi vẫn đỉnh! Chuyện riêng tư xâu xé riết!",Ủng hộ
32,"Mấy thánh soi mói chắc cuộc đời hoàn hảo lắm nhỉ? Ngồi đó phán xét chuyện người khác trong khi chẳng biết gì về sự thật. Ủng hộ anh Soo Hyun, tài năng thế kia mà cũng lôi ra bới lông tìm vết cho bằng được.",Ủng hộ
33,"Drama nhiều quá rồi, đến anh Soo Hyun cũng không yên. Ủng hộ anh tìm lại bình yên, kệ thiên hạ đi anh ơi.",Ủng hộ
34,"Mấy bạn rảnh quá đi soi mói đời tư người khác, tập trung lo cho bản thân đi kìa. Anh Soo Hyun đóng phim hay là được rồi, yêu ai là quyền của ảnh!",Ủng hộ
35,Thuyền chìm nghỉ khỏe nha mấy má. Anh tôi đẹp trai tài giỏi thế kia lo gì thiếu người yêu! Hóng phim mới của anh thôi!,Ủng hộ
36,"Ủa, mấy bạn rảnh quá vậy? Chuyện người ta, để người ta tự giải quyết đi chứ! Anh Soo Hyun diễn hay là được rồi, đời tư kệ ảnh!",Ủng hộ
37,"Rồi rồi, lại một vụ nữa tung tin đồn để dìm người ta đây mà. Tin hết vào mấy bài báo thì đến bao giờ mới khôn ra? Ủng hộ anh Soo Hyun!",Ủng hộ
38,"Mấy thánh soi mói để yên cho anh tui đóng phim đi được không? Có đóng góp được đồng nào không mà ý kiến dữ vậy trời? Chuyện riêng tư của người ta, người ta giải quyết sao kệ người ta đi! Lo cho cuộc đời mình trước đi kìa.",Ủng hộ
39,Drama căng đét! Chờ đợi bằng chứng xác thực chứ đừng vội vàng phán xét anh Soo Hyun.,Ủng hộ
40,"Drama bủa vây, thuyền chìm hay không chưa biết, nhưng diễn xuất của Soo Hyun vẫn đỉnh chóp. Phim mới vẫn cứ hóng!",Ủng hộ
41,"Thôi đi mấy má ơi, đào bới quá khứ làm gì nữa? Ai chẳng có lúc lầm lỡ, tha cho người ta đi!",Ủng hộ
42,"Thôi nào mọi người, showbiz mà, chuyện gì cũng có thể xảy ra. Ngồi đây đoán già đoán non làm gì, lo cày phim của oppa đi kìa.",Ủng hộ
43,"Thuyền này chìm hơi sâu rồi, cơ mà tôi vẫn lót dép hóng drama tiếp! Diễn viên cũng là người, sống cuộc đời của họ thôi mà.",Ủng hộ
44,"Anti thì cứ anti, tôi vẫn hóng phim mới của anh Soo Hyun!",Ủng hộ
45,"Mấy thánh soi mói có để yên cho người ta thở không vậy? Đời tư của người ta, liên quan gì đến diễn xuất? Thích anh Soo Hyun cứ xem phim ảnh anh ấy đóng thôi, làm quá lên làm gì!",Ủng hộ
46,"Chuyện tình cảm mà, có gì to tát đâu nhỉ? Ủng hộ anh Soo Hyun tập trung vào diễn xuất thôi!",Ủng hộ
47,"Drama này đúng là cuốn thật, hóng xem hồi sau chú Hyun giải quyết sao thôi!",Ủng hộ
48,"Mấy người cứ làm quá! Idol cũng là người, mắc sai lầm thì sửa thôi. Tìm đâu ra người hoàn hảo bây giờ?",Ủng hộ
49,"Rồi rồi, đổ hết lên đầu anh tôi đi, diễn xuất đỉnh thế mà cứ thích đào đời tư làm gì? Rảnh ghê!",Ủng hộ
50,"Thuyền chìm nghỉ khỏe đi các bác ơi, để anh tôi đóng phim cho dân nhờ!",Ủng hộ
51,"Sao mọi người khắt khe với ảnh thế nhỉ? Chuyện cũ rồi, tập trung xem phim mới thôi!",Ủng hộ
52,Đến giờ này rồi còn lôi chuyện cũ ra làm gì? Để yên cho anh tôi đóng phim đi mấy má ơi!,Ủng hộ
53,"Ủng hộ anh Soo Hyun. Anti cứ việc đào, tôi cứ việc xem anh diễn!",Ủng hộ
54,"Mấy thánh phán xét kia chắc đời hoàn hảo lắm ha? Quan tâm idol nhà người ta chi dữ vậy, lo cuộc sống của mình đi kìa.",Ủng hộ
55,Thật ra thì tôi thấy chuyện này có vẻ đang bị đẩy đi hơi xa rồi đấy. Để anh Soo Hyun tập trung đóng phim có được không?,Ủng hộ
56,Mấy thánh soi mói chắc hoàn hảo lắm hả? Để người ta yên đi được không!,Ủng hộ
57,"Ủng hộ ai thì tùy, chứ cứ thấy ai bị dồn ép là tự dưng muốn đứng về phe đó à nha. Cứ chờ xem phim của anh tôi rồi tính tiếp, diễn xuất mới là câu trả lời!",Ủng hộ
58,Sao mọi người cứ thích đào bới quá khứ thế nhỉ? Anh Soo Hyun diễn xuất đỉnh chóp là được rồi!,Ủng hộ
59,"Ủa alo, mấy bạn rảnh quá hen? Chuyện người ta, kệ người ta đi trời! Cứ soi mói rồi phán xét như đúng rồi ấy. Ngồi đó mà phán như thánh sống không bằng. Tóm lại là, KSH fighting!",Ủng hộ
60,"Drama này còn dài dài, hóng diễn biến tiếp theo xem anh tôi diễn trò gì nữa!",Ủng hộ
61,"Drama bủa vây, thuyền chìm nghỉm. Cơ mà thuyền trưởng Kim có thực lực, bão tố nào rồi cũng qua. Tin vào anh!",Ủng hộ
62,"Chuyện yêu đương của người ta, ai sống hộ cuộc đời ai mà phán xét ghê vậy? Quan tâm đến diễn xuất của anh đi kìa!",Ủng hộ
63,"Chuyện riêng tư của người ta, các bạn đào sâu làm gì vậy? Để yên cho anh tôi đóng phim đi!",Ủng hộ
64,"Đúng là netizen rảnh thật, đời tư người ta xía vào làm gì. Có chắc mình thanh cao hơn người ta không mà phán xét ghê thế?",Ủng hộ
65,"Mấy thánh soi mói rảnh quá ha, người ta đóng phim thì xem đi, chuyện riêng tư đào bới làm gì. Phim hay là được rồi!",Ủng hộ
66,"Chuyện riêng tư của người ta, sao cứ xía vào làm gì nhỉ? Hóng phim mới của anh đẹp hơn là soi mói!",Ủng hộ
67,"Chuyện này càng lúc càng xàm, để anh tôi yên đi làm phim được không? Rảnh quá hả mọi người?",Ủng hộ
68,Drama showbiz mệt mỏi ghê. Sao cứ thích lôi đời tư nghệ sĩ ra phán xét nhỉ? Tội nghiệp oppa quá!,Ủng hộ
69,"Drama này mệt mỏi ghê, anti thì hả hê còn fan thì đuối theo. Anh tôi vẫn đẹp trai ngời ngời, diễn xuất đỉnh cao, thế là đủ! Ai cũng có quá khứ, cứ để ảnh tập trung vào sự nghiệp đi mọi người ơi.",Ủng hộ
70,"Thật ra tôi thấy mọi người đang làm quá mọi chuyện lên thôi. Anh ấy diễn hay là được, chuyện đời tư kệ người ta đi.",Ủng hộ
71,"Thuyền chìm thì có ai muốn kéo đâu, tự đứng dậy mà bơi tiếp thôi oppa ơi! Fighting!",Ủng hộ
72,"Ủa alo, ai sống mà không có quá khứ, xăm soi đời tư người ta làm gì dữ vậy? Tập trung mà cày phim của anh tôi đi kìa.",Ủng hộ
73,"Mấy thánh phán xét rảnh quá ha, chắc đời mình hoàn hảo lắm nhỉ? Anh Soo Hyun diễn hay, vậy là đủ rồi. Chuyện riêng tư kệ người ta đi!",Ủng hộ
74,"Thôi nào, đừng ném đá người ta quá. Biết đâu sau này Kim Soo Hyun lại đóng vai người đàn ông có quá khứ đau buồn thì sao? Diễn xuất lên hương ấy chứ!",Ủng hộ
75,Drama bủa vây thế này mới thấy bản lĩnh anh tôi khác người thường! 💪 Mạnh mẽ lên oppa!,Ủng hộ
76,"Ủa, tôi thấy mọi người đang làm hơi quá rồi đấy. Anh Soo Hyun diễn xuất đỉnh thế cơ mà, cứ tập trung vào phim mới đi thôi!",Ủng hộ
77,"Rồi rồi, lại thêm một anh hùng bị bôi tro trát trấu. Anti-fan rảnh quá hay sao mà hết người để soi rồi à?",Ủng hộ
78,"Ủng hộ Kim Soo Hyun? Ờ, giờ mới thấy antifan rảnh quá lo chuyện bao đồng.",Ủng hộ
79,"Drama showbiz lúc nào cũng hấp dẫn! Ngồi hóng xem hồi sau có biến lớn không đây. Ai mà biết được sự thật đằng sau những tấm ảnh và tin nhắn nhỉ? Thôi thì cứ xem phim ảnh anh đóng đã, diễn xuất đỉnh vậy cơ mà!",Ủng hộ
80,"Ủng hộ Soo Hyun, mấy người đừng có vin vào chuyện cũ mà dìm anh ấy nữa. Sự nghiệp của người ta không phải trò đùa!",Ủng hộ
81,"Mấy thánh phán xét chắc chưa bao giờ mắc sai lầm? Chuyện người ta, có cần thiết phải xúm vô đẩy người ta xuống không? Thử đặt mình vào vị trí anh ấy xem có chịu nổi không?",Ủng hộ
82,"Thuyền chìm thì vớt, người tài thì trọng dụng, đừng vùi dập nhau thế chứ!",Ủng hộ
83,Mấy thánh phán xét bớt dùm đi ạ. Tui thấy anh Soo Hyun vẫn đỉnh đó thôi. Có ai hoàn hảo đâu mà soi mói quá vậy?,Ủng hộ
84,Ủa rồi mấy người hoàn hảo lắm à? Ngồi đó phán xét người ta như đúng rồi. Lo chuyện mình đi kìa.,Ủng hộ
85,Ủa rồi giờ trách ai? Chắc tại Kim Soo Hyun đẹp trai quá nên bị ghét thôi chứ gì. 💅,Ủng hộ
86,"Mấy thánh soi mói bớt sân si dùm cái đi, anh tôi đóng phim mệt nghỉ còn chưa đủ hay sao mà còn dựng chuyện bôi nhọ ảnh nữa? Riết rồi showbiz toàn drama không hà!",Ủng hộ
87,"Thuyền chìm rồi đào đâu ra đá mà ném, để yên cho anh tôi đóng phim đi mấy má ơi!",Ủng hộ
88,"Anti trá hình gắt quá! Tin một chiều rồi phán như đúng rồi, chắc gì người ta đã sai? Tẩy chay dễ thế sao, xem phim người ta bao nhiêu năm rồi, giờ quay lưng nhanh vậy?",Ủng hộ
89,"Drama này căng đét, cơ mà em vẫn tin anh Soo Hyun! Showbiz mà, ai biết đâu được ai đúng ai sai. Cứ chờ xem phim mới của anh rồi tính!",Ủng hộ
90,"Ủng hộ KSH kiểu này thì có khi ""toang"" thật. Thôi thì ngồi hóng drama vậy!",Ủng hộ
91,"Mấy bạn antifan bớt sân si đi. Người ta đẹp trai, tài năng, dính tin đồn cũng làm ầm lên. Để yên cho anh tôi đóng phim.",Ủng hộ
92,"Rồi rồi, lại đổ hết lên đầu anh tôi thôi! Chờ xem phim mới của ảnh nhé, mấy bạn ""thánh thiện"" !",Ủng hộ
93,"Drama này còn dài dài, hóng biến tiếp của ""chú"" Soo Hyun thôi! Biết đâu lại lật kèo thành phim đam mỹ gây sốt thì sao?",Ủng hộ
94,Sao mọi người cứ thích đào bới quá khứ thế nhỉ? Để anh Soo Hyun yên đi mà!,Ủng hộ
95,Thật buồn cười khi thấy mọi người vội vàng ném đá một ai đó chỉ dựa trên tin đồn. Ủng hộ anh Soo Hyun! Fighting!,Ủng hộ
96,"Mấy thánh soi mói để yên cho anh tôi đóng phim đi được không? Người ta là diễn viên, không phải thánh sống nhé!",Ủng hộ
97,"Drama căng đét, hóng hớt xong rồi thì cũng để anh người ta yên đi đóng phim. Đừng vì mấy cái tin đồn thất thiệt mà đánh giá cả sự nghiệp của người ta chứ. Tin hay không thì tùy, chứ tui vẫn là fan cứng của Kim Soo Hyun nha!",Ủng hộ
98,Drama căng đét! Anh nhà mình chắc chắn phải mạnh mẽ vượt qua thôi. Đừng để antifan được nước lấn tới!,Ủng hộ
99,"Drama nhiều tập quá vậy trời, biết đâu ẩn tình gì mình chưa thấy hết. Tin anh Soo Hyun!",Ủng hộ
100,"Drama căng đét! Chờ xem ai ""quay xe"" cuối cùng thôi. Tin vào anh Soo Hyun, anh luôn có lý do của mình!",Ủng hộ
101,"Thuyền chìm rồi mấy má ơi, lèo lái kiểu gì nữa! Thôi thì phim mới anh vẫn cứ xem nhé!",Ủng hộ
102,"Thôi nào, cứ phải dồn người ta vào đường cùng mới chịu à? Showbiz vốn dĩ khắc nghiệt, tha cho anh Soo Hyun đi!",Ủng hộ
103,"Drama bủa vây thật đấy, nhưng diễn xuất của ảnh thì vẫn đỉnh của chóp! Anti-fan bớt gắt dùm cái, để người ta còn đóng phim nữa chớ!",Ủng hộ
104,"Ủa alo, drama căng vậy mà phim mới của ảnh vẫn đỉnh chóp là sao ta? Chứng tỏ năng lực diễn xuất mới là tất cả, mấy chuyện khác gió thoảng mây bay thôi mà.",Ủng hộ
105,"Mấy người rảnh quá, để người ta yên đi! Đóng phim không ai nói, cứ đời tư là xúm vào gặm.",Ủng hộ
106,"Chuyện chưa rõ ràng mà mọi người đã vội phán xét rồi. Tin đồn vẫn chỉ là tin đồn thôi mà! Cần thời gian để mọi thứ sáng tỏ, đừng vội vàng ""ném đá"" người khác.",Ủng hộ
107,"Mấy thánh phán xét online rảnh quá ha? Chuyện người ta, để người ta tự giải quyết đi!",Ủng hộ
108,Drama showbiz mệt ghê! Biết đâu lại là chiêu trò truyền thông thì sao? Tin ai bây giờ... thôi thì cứ xem phim anh Soo Hyun đóng cho đỡ stress vậy.,Ủng hộ
109,"Mấy thánh soi mói để yên cho anh tui đóng phim đi được không? Drama lố bịch, tập trung cày rating cho Queen of Tears đi kìa!",Ủng hộ
110,"Drama này căng quá! Anh tôi sống sao nổi với bão dư luận thế này. Mạnh mẽ lên Kim Soo Hyun! Showbiz phức tạp thật, tin ai bây giờ.",Ủng hộ
111,Chuyện gì cũng phải nghe hai tai chứ nhìn bề nổi mà phán xét người ta thì dễ quá. Đừng để mấy bài báo dắt mũi!,Ủng hộ
112,"Ủa, idol cũng là người mà, có ai hoàn hảo 100% đâu? Mấy thánh soi bớt sân si cho người ta thở cái đi!",Ủng hộ
113,"Chuyện người ta yêu ai kệ người ta đi, sao cứ thích xía vô đời tư người khác thế nhỉ? Tập trung vào phim ảnh đi bà con ơi!",Ủng hộ
114,"Mấy thánh phán xét hay thật, chắc cuộc đời mình toàn pha lê không trầy xước! Chờ phim mới của anh, kệ drama.",Ủng hộ
115,"Thuyền chìm rồi, leo lên bè chuối thôi các bạn ơi! Tin hết ba cái tin vịt thì còn gì là fans chân chính nữa?",Ủng hộ
116,"Rồi rồi, lại đào lại chuyện cũ mèm ra làm gì nữa đây? Ủng hộ diễn xuất của Kim Soo Hyun, còn chuyện riêng tư kệ người ta đi. Anti thì cũng vừa vừa thôi!",Ủng hộ
117,"Thuyền ai nấy chèo, tội gì xúm vào đẩy thuyền người ta giữa bão giông?",Ủng hộ
118,Chuyện này rốt cuộc là showbiz hay phiên tòa vậy trời? Để yên cho anh tôi đóng phim đi có được không!,Ủng hộ
119,"Ủa rồi mấy thánh soi với mấy cái hãng hùa nhau quay lưng vậy là xong rồi đó hả? Khổ thân anh tui, bị lôi vô mớ bòng bong. Chuyện người ta người ta tự giải quyết, antifan bớt xía vô giùm cái đi.",Ủng hộ
120,"Drama này căng đét, nhưng mà đợi thông tin chính thức rồi phán xét có muộn đâu? Idol của tôi vẫn là idol của tôi thôi.",Ủng hộ
121,"Thật lòng mà nói, sống lâu mới biết lòng người. Đến cuối cùng, sự thật là gì còn chưa ai rõ. Đợi drama hạ nhiệt rồi tính tiếp. Anh vẫn cứ là diễn viên mình thích thôi!",Ủng hộ
122,"Chuyện showbiz phức tạp thật, mà sao cứ lôi người đã khuất vào thế này nhỉ? Để anh Soo Hyun diễn xuất yên bình đi mà!",Ủng hộ
123,Mấy người rảnh quá không có việc gì làm hay sao mà cứ đào bới chuyện đời tư của người ta vậy? Để yên cho anh Soo Hyun nhà tôi đóng phim đi được không?,Ủng hộ
124,"Đúng là mấy thánh soi mói rảnh quá, người ta diễn hay thì cứ để người ta yên đi. Chuyện riêng tư đào xới làm gì, bộ phim mới còn chưa xem đã lo hóng drama!",Ủng hộ
125,"Rồi rồi, lại ""người nổi tiếng yêu đương"" nữa à? Thôi thì, phim anh đóng tôi vẫn xem, còn đời tư để anh tự lo đi.",Ủng hộ
126,"Drama queen kịch hay hết phần thiên hạ, để yên cho anh tôi đóng phim!",Ủng hộ
127,"Drama căng đét, nhưng vẫn tin anh tôi! Lùm xùm thế nào thì phim ảnh vẫn đỉnh chóp.",Ủng hộ
128,"Thuyền ai nấy chèo, đời ai nấy lo. Anh đẹp trai đóng phim hay thì em xem thôi.",Ủng hộ
129,"Rồi rồi, đổ hết lên đầu anh tôi đi! Xem ai mới là người cần giúp đỡ ở đây nào? ☕️",Ủng hộ
130,"Anti fan rảnh quá! Kệ người ta đi, lo mà cày phim đi kìa.",Ủng hộ
131,"Chuyện showbiz phức tạp quá, chỉ biết vẫn thích diễn xuất của ảnh thôi! Mấy chuyện khác... kệ đi!",Ủng hộ
132,"Thôi nào mọi người, chuyện riêng tư của người ta, cứ để anh Soo Hyun tự giải quyết đi. Tin đồn nhảm nhí đầy rẫy, đừng vội tin.",Ủng hộ
133,Sao cứ phải bới móc chuyện cũ thế nhỉ? Tập trung ủng hộ phim mới của anh đi kìa!,Ủng hộ
134,"Ủa rồi mấy bạn chắc Kim Soo Hyun thánh thiện lắm hả? Ai chả có quá khứ. Thay vì ném đá người ta, lo kiếm tiền nuôi thân đi kìa.",Ủng hộ
135,"Drama bủa vây! Chờ phim anh tui đóng để xem có ""thật"" như lời đồn không đã rồi tính tiếp. Giờ phán xét vội, lỡ lại hố hàng thì quê xệ.",Ủng hộ
136,Drama này đúng là đỉnh cao cuốn người xem mà! Cứ chờ xem ai lật kèo cuối thôi. Anh Soo Hyun fighting!,Ủng hộ
137,Ủa rồi sao? Anh đẹp trai đóng phim hay thì liên quan gì đời tư quá khứ vậy mấy má? Rảnh quá đi soi mói người ta!,Ủng hộ
138,Drama vây quanh KSH nhiều quá! Thuyền chưa ra khơi đã chìm rồi à?,Ủng hộ
139,"Thuyền ai nấy chèo, quan trọng là diễn xuất của anh vẫn đỉnh chóp thôi!",Ủng hộ
140,"Thật nực cười khi mọi người vội vã phán xét chỉ dựa trên tin đồn. Anh ấy đã cống hiến rất nhiều cho sự nghiệp, đừng để một scandal chưa được chứng minh phá hủy tất cả. Ủng hộ Kim Soo Hyun!",Ủng hộ
141,Drama showbiz căng đét! Ai rồi cũng khác thôi. Thuyền chìm vẫn có fan cứng chống lưng.,Ủng hộ
142,"Đời tư nghệ sĩ là chuyện cá nhân, sao cứ phải săm soi đời người ta vậy? Tẩy chay cái kiểu lôi chuyện cũ ra xới lại đi!",Ủng hộ
143,"Rồi rồi, lại thêm một vụ nữa idol bị bới lông tìm vết. Để yên cho anh tôi đóng phim có được không? Nổi tiếng quá cũng khổ!",Ủng hộ
144,"Thuyền chìm thì bỏ chạy thôi, thuyền trưởng sống sót là được rồi!",Ủng hộ
145,"Thật là vi diệu, mọi lỗi lầm đều dồn lên một người. Anh tôi diễn vẫn đỉnh chóp đấy thôi, anti bớt sân si hộ cái.",Ủng hộ
146,"Sao cứ phải lôi người ta ra xâu xé thế nhỉ? Kệ anh Soo Hyun đi, drama vừa thôi!",Ủng hộ
147,"Anti fan rảnh quá rồi đó! Kệ người ta đi, phim anh vẫn hay mà.",Ủng hộ
148,"Ủa rồi sao? Phải chăng sống 365 ngày phải theo ý thiên hạ? Oppa thích thì oppa làm thôi. Cứ để ảnh diễn đi mọi người ơi, chuyện khác kệ đi!",Ủng hộ
149,"Ủa rồi ai cũng thánh thiện hết à? Chuyện riêng tư của người ta làm quá lên vậy, tập trung lo cho bản thân trước đi!",Ủng hộ
150,"Rồi rồi, drama bủa vây. Cơ mà phim anh Soo Hyun vẫn đỉnh chóp, diễn xuất nuốt trọn spotlight nhé! Còn chuyện riêng, ai mà chả có góc khuất. Fan cứng điểm danh nào!",Ủng hộ
151,"Drama nhiều tập hơn cả phim nữa! Anh đẹp trai cứ đóng phim hay đi, chuyện khác để fan lo.",Ủng hộ
152,"Chuyện riêng tư của người ta, làm quá lên làm gì? Ai hoàn hảo đâu mà xét nét dữ vậy?",Ủng hộ
153,Anti trá hình hơi bị lộ rồi nha. Chắc chắn có uẩn khúc gì đó mà báo chí chưa phanh phui thôi. Tin anh tôi!,Ủng hộ
154,"Mấy người rảnh quá đi soi mói đời tư người khác à? Để anh Soo Hyun người ta yên đi! Tài năng như vậy không lo mà đi bash, hết chuyện rồi sao?",Ủng hộ
155,"Rồi rồi, lại đổ hết lên đầu anh Soo Hyun nữa à? Mấy người rảnh quá thì đi lo cho bản thân đi!",Ủng hộ
156,"Rồi rồi, đến anh tôi thì làm quá lên! Gắt thế, idol thì cũng là người mà? Ai chả có quá khứ!",Ủng hộ
157,"Mấy người rảnh quá không có gì làm hay sao mà cứ đào bới chuyện cũ thế? KSH diễn hay là được rồi, đời tư kệ người ta đi!",Ủng hộ
158,"Ủa alo, mọi người đang rảnh quá hay sao vậy? Để người ta yên đi trời!",Ủng hộ
159,Drama này căng thật sự! Chắc gì báo chí đã đưa tin đúng sự thật? Tin anh Soo Hyun thôi! Fighting!,Ủng hộ
160,"Mấy thánh phán xét hay nhỉ, chắc toàn người hoàn hảo từ trong trứng à? Người ta nổi tiếng thì soi mói đủ kiểu, trong khi bản thân chắc gì đã hơn ai. Ngồi đó mà phán như đúng rồi.",Ủng hộ
161,"Rồi rồi, lại thêm một drama câu view nữa. Tin đồn thì nhanh, chứng minh thì chậm, cứ dồn hết về một người vậy? Khổ thân anh tui!",Ủng hộ
162,"Drama queen everywhere! Ủng hộ anh đẹp trai cứ là phải hết mình, đời tư nghệ sĩ cũng là chuyện riêng của họ thôi mà.",Ủng hộ
163,"Anti fan rảnh quá đi soi mói đời tư người ta. Anh Soo Hyun đóng phim hay là được rồi, chuyện khác kệ ảnh!",Ủng hộ
164,"Thôi đi mấy má ơi, để yên cho người ta đóng phim. Drama quài.",Ủng hộ
165,Sao mọi người vội vàng phán xét vậy? Chờ anh Soo Hyun lên tiếng rõ ràng đi đã rồi tính. Có khi lại là chiêu trò gì đó thôi!,Ủng hộ
166,"Mấy bạn anti bớt sân si đi được không? Đời tư của người ta, có chắc mấy bạn hiểu hết sự thật chưa mà phán xét ghê vậy? Thấy người ta nổi tiếng là ghen ăn tức ở hay gì? Phim ảnh người ta đóng hay thì tung hô, gặp scandal cái quay xe nhanh hơn cả vận tốc ánh sáng. Hài!",Ủng hộ
167,"Mấy thánh soi mói tha cho anh tôi đi, người ta đẹp trai tài giỏi thì người ta có quyền mà. Chắc gì các bạn đã bằng một phần mười của người ta mà phán xét như đúng rồi. Ủng hộ anh Soo Hyun hết mình!",Ủng hộ
168,"Thật lòng mà nói, mình thấy mọi người đang hơi quá khích rồi. Chuyện tình cảm là chuyện riêng tư của người ta, sao phải xăm soi đời tư vậy? Hơn nữa, cứ đổ hết mọi tội lỗi lên đầu một người có công bằng không? Suy cho cùng, chúng ta đâu có ở trong cuộc để biết rõ mọi chuyện. Mong mọi người bớt phán xét, cho anh Soo Hyun một con đường sống.",Ủng hộ
