ID,Comment Text,Token Count,Label
144,Nhanh nhanh làm rõ đi,5,Trung lập
145,Cũng chưa chắc Kim_Sae_Ron tự_sát hay đột_quỵ đâu bà ơi vì người_nhà Kim_Sae_Ron không cho khám_xét tt nên không bik Kim_Sae_Ron là vì lý_do gì nếu tự_sát thì cần gì phải giấu ?,50,Trung lập
146,"Ê ý là bà có đọc hết mọi thứ từ 2 bên chưa ? 1 . Bằng_chứng ở đâu cho thấy quen từ lúc 15,16 tuổi 2 . Cái thư năm 2018 “ saranghe ” nằm ở chỗ nào ? Mấy cái trang trên phở vừa dịch sai còn thêm mấy đoạn",56,Trung lập
147,Đã đính_chính vô hóng cái kênh lên bài thiếu sự_thật để bú fame xem giờ lên bài như thế_này ai dè vẫn còn víu cho được đúng chịu cái kênh trước xem cập_nhật tin_tức khc thấy khá oke nm đến tin_tức này,51,Không ủng hộ
148,"bà này lên bài cập_nhật được cái_là bả chỉ cập_nhật những gì bả muốn cập_nhật thôi , toàn cập_nhật nữa chừng không thèm cập_nhật thêm thông_tin khác",35,Trung lập
149,"Ý là công_ty đòi nợ từ năm 2024 , suốt 1 năm qua không hề triệu_tập toà_án mà cũng không kiện_cáo gì nhưng tới 2025 mới tự_sát mà vẫn là "" ép vào đường cùng , không cho con đường sống "" á hả ?",53,Trung lập
150,"nó soi được phết nhỉ thì tiền_nong phải minh_bạch em ơi.Vay thì phải trả không trả được thì ăn cái biên_bản mà biên_bản đó là biên_bản thông_báo thôi nợ công_ty cho vào nợ xấu rồi thì thủ_tục cần_thiết thôi.Còn vụ quen trước 15 tuổi thì không rõ nhưng ảnh có meta data là 2019-2020 , nói_chung bố này chỉ thua khi cm được là yêu trước 2016",82,Trung lập
151,"Bài đăng này cách 22h mà tao tưởng đăng bài từ 3 ngày trước không á , đã là người đưa thông_tin cho cdm thì nên đưa khách_quan trung_lập để có cái nhìn 9 xác",40,Trung lập
152,tại_sao lại chia_tay vậy mọi người biết không,10,Trung lập
153,"Tao thấy hông sai gì luôn á , hóng phốt bằng kiến_thức lý_trí chứ không phải theo cảm_xúc số đông nha mấy má",26,Trung lập
154,Tội cho cô bé ấy,5,Không ủng hộ
155,"đã dữ ta , drama Hàn_Quốc đúng là miếng dưa lớn , cắn miếng nào là miếng đó ngọt ngay :",22,Không liên quan
156,"Vụ nợ kiện_tụng thì đó là chuyện của công_ty . Nhưng hình_như nhiều đứa không nhìn_nhận vấn_đề là thằng này là gần 30 , quen một đứa vị_thành_niên . Tụi mày không Thaays vấn_đề hả trời ? ? ? ? ?",53,Không ủng hộ
157,Tôi không nói đến tình_yêu Kim_soo hyun va Kim sae ron … tôi không phải Fans cả hai . Tôi chỉ là người xem phim … nhưng tình_nghĩa xây_dựng công_ty của Kim_soo hyun là có 1 phần Kim sae ron . Liệu Kim_soo hyun có nghĩ đó là sự có sẵn và miễn phi,64,Trung lập
158,"Mă ơi , quan_trọng là luật HQ trước 2020 thì tuổi vị_thành_niên là 13 tuổi . Sau 2020 mới nâng lên 16 tuổi . Hãy tập_trung vào chuyện này đi . Mấy người phốt Anh , Anh không được là chuyển qua Bạn , Bạn không được cái nói C",57,Không ủng hộ
159,cái vụ n cngx chỉ là để che_giấu mày vụ chính_trị của hàn vì làm ngdaan bx th,25,Không liên quan
160,Riết rồi tao thấy chia_tay rồi là bắt phải có_hiếu với người_yêu cũ vậy ? Một_số thành_phần chỉ_trích Kim_soo hyun cho tao hỏi tụi bây chia_tay cho người_yêu cũ mượn được bao nhiu tiền thế hay xoá kb rồi chặn tứ_phương là giỏi1,61,Ủng hộ
161,"Nói thiệt chứ tao chia_tay người_yêu cũ gần năm rồi nè , giờ mà ổng nhắn_tin hay đăng ảnh tao với ổng lên tao còn tế cho ấy với cả theo ykr của tao thì không đi đám_tang người_yêu cũ là bình_thường ấy . có gửi vòng_hoa với phong_bì là",61,Không liên quan
162,bà nọi này nằm_vùng rốp rẻn vậy,11,Không liên quan
163,Lẹ mới được,4,Trung lập
164,"bớt má , má là trưởng anti hả núp dưới gầm giường hả trời",14,Không ủng hộ
165,"gửi giấy nợ từ 2023 nhưng_mà đến đầu 2025 nó cũng đã kiện đâu mà bảo nó ép , dồn con_bé tới đường cùng . chả qua do con pé nó mất rồi nợ đẩy hết cho gia_đình con pé nên nhà này như muốn quỵt nên làm_trò",55,Không ủng hộ
166,"bên điều_tra thì từ đầu chị Kim_Sae_Ron bị đột 4 do tim ngừng đập chư không phải tự_sát , gia_đình của Kim_Sae_Ron không cho khám_nghiệm tử_thi , cái chuyện bên khám_nghiệm xác_nhận bả đột 4 thì nó trước cái drama rồi nên khỏi bảo tao bênh như_vậy thì từ đầu Kim_Soo_Hyun không sai",69,Ủng hộ
167,Viện garo sero : Kim_soo hyun hãy nhận mình yêu Kim sae ron lúc 15 tuổi đi vì chúng_tôi không có bằng_chứng : . chúng_tôi sẽ không đăng thời_gian chụp lên vì thời_gian chụp toàn từ 2019 = cái phốt xàm nhất từng thấy,54,Không ủng hộ
168,"tất_cả là do cái viện truyền_thông bẩn kia , chỉ vì muốn câu view mà nó ép bao_nhiêu người tự_sát rồi , giờ còn muốn hại Kim_So_Hyun nữa , toàn đưa tin sai không có chứng_cứ chính_xác để cáo_buộc người khác . Trước cái viện truyền_thông này cũng đưa sai thông_tin rồi để dắt_mũi dư_luận và bị lên_án rồi . Thật_sự mọi người nên sáng_suốt để chọn_lựa thông_tin , tránh để các trang mạng đưa thông_tin bẩn dắt_mũi dư_luận . Bao_nhiêu bên báo vì câu view mà không màng đạo_đức truyền_thông sai để câu view rồi !",128,Ủng hộ
169,"Bà này thấy cố_tình dìm Kim_soo hyun chứ không muốn nghe từ 2 phía , rõ là có nhiều thông_tin vậy_mà . Còn khoảng nợ lum la hết chơn mà không kể",38,Không ủng hộ
170,"đặt Hoàn_Cảnh Sau_Này Bồ_Mấy_Bây_Có Người_yêu cũ nợ 700 triệu sau đó Đám_Tang nhỏ đó Vào Ngày Sinh_nhật Bồ_Mấy_Bây rồi Mấy_Bây có Cho Bồ mấy Bây xoá Nợ_Cho nhỏ đó Không , Điều hướng dư Luận_Ác_Thật , Người_yêu cũ quan_trọng quá ha",63,Không ủng hộ
171,"bà này không tìm_hiểu kĩ mà cứ nói như đr , chỉ_trích Kim_Soo_Hyun như đr",21,Không ủng hộ
172,"Nốt_ruồi xoá tầm 1 năm là nó hiện lại tao từng xoá rồi , kính chỉ được đeo năm 2015 thoi hả",23,Không liên quan
173,"lên clip như điều hướng dư_luận , nói nhiều cái như biết hết tất_cả vậy á má nội ơi",22,Không ủng hộ
174,Nín họng đi má ơi,6,Không ủng hộ
175,dắt_mũi vừa thôi má đứa nào muốn rõ thì đi tìm_hiểu được cho đầy_đủ đg có nghe cái kênh này,24,Không ủng hộ
176,"ê sao mà mạng xã_hội soi hay dữ bay , có cái nốt_ruồi mà soi cũng được tao stalk acc nhỏ tao ghét bà còn bị lộ",32,Không liên quan
177,gia_đình chị ấy phải gọi là như rắn_độc,10,Không ủng hộ
178,"nói_thẳng ra vụ này ai cũng sai , tội là tội mỗi Kim_Sae_Ron , lúc còn sống thì ai cũng vùi_dập bỏ_rơi , tới khi chị bé mất rồi lại bị réo tên tiếp , không biết đến bao_giờ chị bé mới được yên_ổn",55,Không ủng hộ
179,"Đúng ý tao luôn , gia_đình của Kim sae ron bốc sớm rồi đường nào cho con nta quay lại showbiz , động đến Kim_soo hyun hạng Sao , ai tin Kim sae ron",43,Không ủng hộ
180,Mấy quả kênh truyền_thông bẩn này xoá comment nhanh kinh_khủng . Giật tít câu view dìm người khác xuống_đường cùng vào chỗ chet thì không ai bằng,31,Ủng hộ
181,Vẫn còn nhưng kênh chày_cối nhu nay chỉ_trích Kim_Soo_Hyun cố_chấp thật,16,Không ủng hộ
182,Cầu cho mấy má bênh thằng kia mù_quáng thì gặp 1 thằng y_chang cho tao,17,Không ủng hộ
183,"Gia_đình Kim_Sae_Ron kêu là đòi lại công_bằng cho con gái nhưng thực_chất đổ oan cho Kim_Soo_Hyun để bào tiền.Tại lúc chị còn sống 1 thân 1 mình gánh_vác cả cái gia_đình đó , giờ chị mất rồi nên không có tiền mới lôi anh ra lấy sự thương_hại để tống tiền.Lên hẳn báo chú để chỉ_trích rồi dắt_mũi dư_luận theo phe mình nữa cơ . Sao lúc khó_khăn không thấy gia_đình đó đứng ra bênh Kim_Sae_Ron đi , người_nhà mà không bằng người_yêu cũ ít_ra Kim_Soo_Hyun còn giúp_đỡ cho Kim_Sae_Ron trong 2 năm.Còn về số tiền phải trả là đúng , từ khi nào việc đòi tiền người_yêu cũ lại bị chỉ_trích rồi doạ kiện ra toàn , đem luật_sư ra làm gì , người giàu người ta vẫn cần tiền mà.Chủ tus anti Kim_Soo_Hyun chác luôn , toàn hùa theo rồi dìm Kim_Soo_Hyun xuống",193,Ủng hộ
184,tao mà không theo_dõi sự_việc kĩ_càng chắc tao tin con_mẹ này luôn á,17,Trung lập
185,Ê nha má xoá comment tao he,7,Không liên quan
186,chòng tao oan rồi cò gì tung hết ra,10,Ủng hộ
187,Nói đùa chứ mấy năm sau hem chuyện lại bị khui lên mà không phải vậy hem lại bắt_đầu thương_cảm này_nọ bớt toxic lại cái gì đáng thù mình bênh cái gì không đáng mình kệ,41,Trung lập
188,Cái nết giống y cái ft vậy đó nói như bình_thường hết vtr,15,Không liên quan
189,ê bà này nói ndr,6,Không liên quan
190,"Hình_như bà này mới xoá video đk , sáng vừa thấy 13 giờ trước đăng , giờ là bay mất_tiêu rồi , đg định vào chỉ_trích đăng cái ảnh không mặc quần",40,Không ủng hộ
191,"bà phân_tích như bà hiểu hết vậy ? ! tìm_hiểu còn không biết chọn_lọc , dắt_mũi dư_luận như dắt bò á trời , cái kênh đó còn ủng_hộ lính_đánh_thuê Mỹ đi đánh Việt_Nam mà cũng hùa theo tin",51,Không ủng hộ
192,"còn vấn_đề Kim_Soo_Hyun chưa được sáng_tỏ là có qhtd trong lúc quen nhau không cái đấy mới đáng trách.Còn mấy cái còn lại thấy bình_thường vì yêu 6 năm và cho vay 12 tỉ 3 năm không lãi_suất thì đấy là real love . Còn về việc không đến đám_ma thì thật_sự chia_tay gần như buông bỏ nhau rồi huống_chi lúc đó chia_tay được 4 năm rồi ... Pháp_lý đòi tiền bên công_ty làm đúng anh / c nào làm ngân_hàng , cục thuế là bình_thường ... Còn việc cap mh thì chỉ_xác nhận là anh gửi công_ty về rõ chuyện tiền_nong còn leak pv là bên t 3 .",136,Trung lập
193,Tao thấy mày nên nín mỏ lại,7,Không ủng hộ
194,"Là 1 người có học thức các bạn trẻ hóng Drama nên tìm_hiểu kĩ trước khi nói 1 vấn_đề đừng hùa theo , chửi ai đó để không để mấy bọn câu view câu like nó dắt như dắt thế_này Nhục_Lắm_Các_Bạn Ạ",50,Trung lập
