ID,Comment Text,Token Count
58,Kim Soo Hyun đúng là ông chú ngớ ngẩn thật.,12
59,Một gã sống cho ngày mai sẽ là miếng mồi ngon khi đối đầu với một gã sống cho ngày hôm nay.,23
60,"Mày tệ lắm Garosero, cố lên Kim soo hyun.",13
61,Cái không gì vậy,4
62,"Không thể tin được những người này hủy hoại cuộc sống của diễn viên như thế nào, hy vọng họ kiện bọn chúng.",28
63,Thằng chó nhân cách rác rưởi Chôn sống nó đi!!!,15
64,Mày sẽ phải trả giá bằng cái chết!!,11
65,"Xã hội Hàn Quốc thối nát, chúng nghĩ mình hoàn hảo nên mới có nhiều vụ tự tử đến vậy.",24
66,"Nhưng nếu bố mẹ biết từ lâu rồi, sao không tố cáo đi?",17
67,700 triệu làm tôi bật cười. Cuộc đời tiêu rồi haha. 700 triệu 700 triệu 700 triệu hahaha. Đồ ngốc.,28
68,Thật đau lòng cho Saeron.<br>Nhưng mọi chuyện chỉ có hai người biết.<br>Việc dồn Kim Soo Hyun vào thế này và hủy hoại cuộc đời một người là sai trái.,44
69,Kênh này cũng vậy. Người đã khuất Lee Sun Kyun cũng là một nạn nhân.,18
70,"YouTube tàn nhẫn, nơi người thứ ba xâu xé lỗi lầm của người khác đến tận linh hồn. Không hề xem xét hoàn cảnh hay môi trường của người được gọi là thủ phạm, chỉ thể hiện bản năng động vật tàn nhẫn.",51
71,"Mong Kim Soo Hyun vượt qua được khủng hoảng này. Nếu có làm sai, hãy xin lỗi. Mong anh đừng để bị lung lay bởi mấy kênh YouTube này.",34
72,"Thấy cái thằng phản đối luận tội bênh vực Shin Se-kyung, đúng là không hợp tí nào...",23
73,"Không thể bỏ qua loại người này được, phải trừng trị thôi.",14
74,Vô cùng thương tiếc Kim soo hyun.,8
75,Đây có phải là tài khoản thật của Garesero không vậy?,15
76,Không có tiếng Indonesia hả bạn?,8
77,"Xin chào. Tôi đến từ Argentina. Tôi đang sử dụng máy dịch để giao tiếp. Chúng tôi nghĩ rằng xã hội Hàn Quốc rất khắc nghiệt với những người nổi tiếng. Thay vì cho họ cơ hội sửa chữa sai lầm, họ lại quấy rối đến cùng và cuối cùng dẫn đến cái chết. Trong trường hợp của Kim Sae Ron, tôi nghĩ cô ấy còn quá trẻ và không đáng phải chịu đựng đến vậy. Mặt khác, Kim Soo Hyun có lẽ là một trong những diễn viên được yêu thích và nổi tiếng nhất ở nước ngoài, nhưng việc qua lại với trẻ vị thành niên là điều không thể tha thứ được, và trong thế giới này, không có cách nào để anh ta phục hồi danh tiếng của mình. Anh ấy đã mất hàng nghìn người hâm mộ và hoàn toàn bị chỉ trích vì thao túng và quan hệ với trẻ vị thành niên. Nhưng khi nhìn vào những cuộc tấn công vào Kim Sae Ron, tôi cảm thấy sự căm ghét quá mức của cư dân mạng Hàn Quốc thật đáng sợ!",212
78,Hãy ngăn chặn các tác phẩm mới của Disney Plus và khiến họ phải bồi thường thiệt hại hàng trăm tỷ won... Hãy phản đối Disney Plus.,30
79,"Lần đầu bình luận, với thu nhập của Kim Soo Hyun thì 700 triệu won chắc chỉ đáng giá một bát cơm thôi nhỉ... Sao đến cả cái đó cũng muốn ăn hết vậy, phải làm đến mức này sao...",47
80,"Chắc phải quay ""Tôi thấy ác quỷ 2"" với vai chính mất",14
81,Xin thành kính phân ưu.,6
82,"Mày đúng là đồ tồi tệ, con bé đó là bạn gái mày mà mày đã ngủ cùng, rồi mày đá nó và còn ép nó trả nợ.",33
83,"Thật sự là có rất nhiều lựa chọn để làm rất nhiều hành động khác nhau, vậy mà việc cố gắng quyết tâm nhất lại là tự kết liễu đời mình vào ngày sinh nhật của người đó... Chuyện này có lý không vậy?",49
84,"Tôi nghe nói Linoui = Simmadam = Choi Jinsil = Jo Sungmin = Choi Jin Young đều có liên quan đến nhau. Choi Jin Young có quen biết với Simmadam. Sau khi kết hôn, anh ấy giới thiệu Simmadam để giúp Jo Sungmin tìm đối tác kinh doanh, và rồi Simmadam phải lòng Jo Sungmin. Choi Jin Young cảm thấy đau khổ vì tội lỗi đó, mâu thuẫn giữa Choi Jinsil và Jo Sungmin ngày càng sâu sắc, vậy.vậy. Sau đó, Linoui ra mắt. Những người nổi tiếng thân thiết với Simmadam đều mang túi Linoui và đi khắp nơi, quảng bá cho nó. Tôi nghe nói rằng giám đốc thực tế = Simmadam có tầm ảnh hưởng lớn trong giới chính trị, giải trí, vậy.vậy. Thật đáng thương cho Saeron khi nghe thấy câu chuyện về Linoui ở đây. Tôi cảm thấy nghẹn lòng.",199
85,Một câu chuyện buồn. Cô ấy mất vào ngày sinh nhật của anh ấy. Ra đi quá sớm. Xin chào từ Indonesia. Đã đăng ký kênh của anh rồi nhé Oppa,39
86,Người bình thường ngay từ đầu đã không gặp gỡ vị thành niên rồi. Có vẻ như Kim Sae Ron còn quá nhỏ nên không biết nhìn người.,32
87,"Chắc hẳn đã tin tưởng vì được hứa hẹn sẽ lôi kéo đi khi hết hợp đồng với YG, đào tạo tân binh và chịu trách nhiệm!!!",33
88,Tôi đã từng có cái nhìn tốt về Kwanghee... Lee Si-eon cũng... Kian84 cũng Đang chơi bẩn thỉu với Kim Soo-hyun kìa.,36
89,Thật là nực cười khi một kẻ thích nội dung khiêu dâm như Moon Hyung-bae lại là Chánh án Tòa án Hiến pháp.,30
90,"Tổng thống Yoon Suk-yeol, cố lên!",13
91,Nếu không gặp Kim Soo Hyun thì chắc đã diễn xuất tốt và sống tốt rồi... Đồ con mẹ mày.,24
92,Bực thật. Những lúc thế này chẳng phải Tổng kiểm sát trưởng phải điều tra mạnh mẽ mới là bình thường sao?,25
93,Điều tra triệt để đến khi sự nghiệp tàn lụi.,11
94,"Không biết nữa nhưng chuyện này thật là mờ ám, vì nếu diễn viên kia được cho là có quan hệ với cô gái khi cô ấy 15 tuổi, nếu gia đình cô ấy biết chuyện, tại sao họ không kiện hoặc làm ầm ĩ lên? Đến tận bây giờ khi cô gái không còn nữa thì mọi chuyện mới thành ra thế này.",73
95,"Nhưng mà, bỏ qua mấy cái vấn đề thủ tục đi, cả nước người ta thấy hết rồi. Đêm hôm yên bình bỗng tan tành mây khói chỉ vì hành động sai trái của một người, vậy mà không có trách nhiệm gì, cứ lôi lỗi sai thủ tục ra nói... Thật là hèn hạ.",67
96,"Có tin đồn Kim Soo Hyun sinh năm 86, điều đó có thật không?",17
97,Vui lòng cho tôi bản dịch,6
98,"Căn hộ mà nữ diễn viên thể hiện trong chương trình tạp kỹ năm 2020 thuộc sở hữu của công ty của nữ diễn viên, và cô ấy đã tiếp quản công ty đó vào năm 2023, điều này đã được luật sư của cô ấy xác nhận vào thời điểm đó.",57
99,"Nếu mà thực sự thông minh thì đã tìm hiểu trước rồi. Từ 2009 đến 2016 là ở Fantagio, từ 2016 đến 2019 là ở YG.",32
100,Rác rưởi.,4
101,Có bản tiếng Indonesia không vậy,6
102,"Anh ta thật sự tệ bạc với người yêu cũ. Anh ta giàu có mà không giúp đỡ thì thôi, lại còn kiện ra tòa và chụp hình tin nhắn gửi cho báo chí. Nghệ sĩ này có lối sống không ra gì.",50
103,"Mặt thì giả nai, sau lưng lăm lăm dao nhọn. Còn đi gaslighting trẻ con, Rồi giở trò sàm sỡ. Mày sẽ bị trời phạt.",36
104,Eo ôi...,5
105,"Xin hãy thêm phụ đề tiếng Indonesia, làm ơn",13
106,Tôi đến đây vì xem TikTok... Lạc đến tận gốc thế này cũng không sao chứ nhỉ,19
107,Nói gì không hiểu gì hết trơn á haha.,11
108,Xin hãy tải ảnh lên thư viện theo ngày tháng năm để sự thật về Kim soo hyun và Kim sae ron nhanh chóng được phơi bày để có bằng chứng mạnh mẽ,34
109,Nếu là thật thì Kim Soo Hyun đúng là hình mẫu của нарцисист người mắc chứng нарцисизм...,34
110,Ước gì em ấy sống ngẩng cao đầu như chị Lee Ji Ah ở tuổi 15... Có vẻ như Saeron quá tốt bụng và non nớt.,30
111,Ngày xưa Baek Jong Won đáng sợ thật.<br>Nhưng giờ đầu anh ấy ở trên đầu mọi người rồi.,26
112,Tôi muốn mọi thứ về Kim Soo-hyun bị phơi bày hoàn toàn và vứt vào thùng rác.,21
113,"Chắc Kim Soo-hyun cũng phải sởn da gà nhỉ Đang lúc phim đóng cùng Kim Ji-won nổi như cồn thì tự nhiên đăng ảnh chụp chung lên story làm hình tượng kỳ quặc đi, ngày đáng lẽ phải được chúc phúc thì lại chết không kịp trăn trối .. Nếu là tôi thì tôi cũng sợ đến mức không dám đi đám tang và thấy sởn cả gai ốc ấy chứ, mức độ ám ảnh đúng là quá đáng ..",86
114,Kim Se-eui không tung tin nếu không có bằng chứng xác thực. <br>Không phải tự nhiên mà anh ấy được gọi là Kim Fact.<br>Lần này lại một lần nữa tôi phải ngạc nhiên.,46
115,Anh Su-hyeon thật xấu xí.,9
116,"Đồ không có lương tâm, đến trẻ con cũng không tha.",14
117,"Không phải tiền bạc quan trọng, mà là cái chết cần thiết... Tế thần bằng người...",22
118,Đúng là MBC cũng không được bình thường khi tập hợp mọi người lại để tổ chức cái party đó.,21
119,"Nhẹ tay thôi.<br>Kiếm bao nhiêu tiền rồi còn gì,<br>Gánh nặng tâm lý với đứa trẻ con lớn cỡ nào chứ.<br>Tch tch.",40
120,"Xin thành kính phân ưu. Lời kêu cứu ""Xin hãy cứu tôi"" khiến nỗi buồn ập đến. Kim Soo Hyun, quá thất vọng, thất vọng quá.",35
121,Cảm ơn và ủng hộ bạn.,7
122,Đã trao trinh tiết rồi mà đến đám tang cũng không thèm đến Panty Soo Hyun tự kiểm điểm đi,21
123,"Thật đáng thương... Một đứa trẻ có thể lớn lên khỏe mạnh và làm những gì mình muốn, nhưng không ai bảo vệ được em cả.",34
124,"Hả... Cứ tưởng còn trẻ, ai ngờ toàn làm trò của mấy ông chú. Ghê tởm...",23
125,Giá mà có ai đó giúp đỡ thì tốt...<br>Thương quá đi mất<br>Nghe hàng xóm nói đã khóc rất nhiều ở cầu thang...,36
126,Wow... Kim Soo-hyun... vụ này phải ra tòa thôi.,17
127,"Không cần biết những chuyện khác, có người đã chết rồi Su-hyun ơi, trên đời này ㅡㅡ Không thể tin được!!!!",31
128,Thật đáng thương.,4
129,Hoan hô chú!,4
130,"Anh ta đã nói dối. Anh ta gặp cô ấy khi cô ấy 15 tuổi. Nếu không có chuyện tình cảm, làm sao Kim Soo-hyun có thể thuyết phục Kim Sae-ron đổi công ty để đến làm việc cho công ty của anh ta trước?",56
131,Không có sub Indo à,6
132,Tôi lạc đường ở đây mất rồi,7
133,"Sau khi đến công ty của Kim Soo Hyun, Kim Sae Ron đã không thể đảm nhận vai trò mình mong muốn như ở công ty cũ. Khi sự cố xảy ra, công ty đã không giúp đỡ giới truyền thông, phớt lờ cô ấy, đàn áp và cố gắng kiện cô ấy.",62
134,"""가로새로 감사"" đã bị đổi thành ""간사"". Xin đính chính lại.",22
135,"Garo Sero, cảm ơn. Nếu không thì có lẽ đã mất đi một bảo vật đáng tiếc là nữ diễn viên tài năng Sae Ron mà không hề hay biết. Phải nuôi dưỡng nhân tài chứ, sao lại giết người?",49
136,"Ăn đã đời rồi vứt đi, ghê thật...",11
137,Tôi xin chia buồn sâu sắc đến người đã khuất. Cần phải làm sáng tỏ mối quan hệ với Kim Soo-hyun cảnh sát nên điều tra. Moon Hyung-bae! Chuyện em vợ với nhau... Thật không còn gì để nói. Một người như vậy lại là thẩm phán tòa án hiến pháp. Người này lại phán xét về luận tội tổng thống. Thật là tức giận.,82
138,Nếu hẹn hò 6 năm rồi chia tay thì<br>Có phải nên trả tiền bồi thường không<br>Người yêu cũ phớt lờ lời cầu xin tha thiết vì quá khó khăn<br>Đúng là kẻ máu lạnh<br><br>Đã phải<br>Oan ức đến mức nào mà lại rời xa vào ngày sinh nhật người yêu cũ như vậy<br>Xin chia buồn sâu sắc với người đã khuất,93
139,"Cô ấy đang nói gì vậy, làm ơn dịch giúp tôi với",14
140,"Gada sub Indo, không hiểu gì cả",9
141,Tại sao... lại không nộp vậy... Hèn chi người không có tiền thì có tội.,20
142,Chắc Kim Sae Ron sợ bị chửi rủa nên đợi đến tận 1 năm sau khi mọi chuyện lắng xuống mới gửi thông báo chính thức... Đúng như dự đoán.,35
143,Bạn làm ơn thêm phụ đề tiếng Indonesia vào nhé.,12
144,Mở được mật khẩu iPhone á??,8
145,Bí mật vĩ đại điệp viên Bắc Hàn! Con rối của tư bản Trung Quốc cảnh sát kỳ cựu Quan hệ với người chưa thành niên và người nổi tiếng mới Tả phái nhưng dễ thương chỉ là concept Luật sư LKB Lee Kwang-beom,50
146,Không phải Bệ Hạ mà là Bác bỏ. Cái lũ kêu Bệ Hạ cũng là lũ rác rưởi. Hãy hô vang Bác bỏ đi.,30
147,"Tôi đến từ Maroc và người Maroc cảm thấy thương xót cho cô gái đó, đồng thời mong muốn công lý được thực thi cho người đã không được sống một cuộc đời trọn vẹn. Nữ diễn viên đó phải bị trừng phạt. Tôi mong bạn sẽ thêm bản dịch vào video.",57
148,"Kim Soo-hyun thì cũng là Kim Soo-hyun, nhưng trong giới giải trí chắc chắn không chỉ một hai người nổi tiếng có tính hai mặt bẩn thỉu như Kim Soo-hyun và lừa dối công chúng đâu. Chỉ là chưa bị phanh phui thôi. Những nghệ sĩ lừa dối công chúng thì tuyệt đối không được tha thứ. Không thể để những kẻ như vậy hưởng thụ sự giàu có và danh tiếng nhờ tình yêu của công chúng được.",92
149,"Tôi đã đồng ý với kiến nghị lúc sáng ngày 16 tháng 3. Hiện tại đã có 54771 người. Tôi tha thiết mong rằng những phóng viên giải trí rác rưởi và những người nổi tiếng, nhân cơ hội này, sẽ bị loại bỏ hoàn toàn khỏi Hàn Quốc cùng với các thế lực phản quốc!",65
150,Hãy vạch trần bộ mặt thật của Kim Soo Hyun đến cùng đi. Không thể tha thứ cho loại người như vậy được.,25
151,Tôi gọi đến số này để mát xa à? Sao không gửi cho Kim Soo-hyun qua KakaoTalk đi?,24
152,Rồi sẽ nhận hình phạt thế nào đây... Gieo nhân nào gặt quả nấy mà.,18
153,"Công chức mà lại đi chửi tổng thống à? Đập tan bọn cộng sản đi. Mấy cái thế lực thân Trung Quốc trong giới giải trí, chỉ cần có tiền là bán cả nước cũng được. Người dân thường hãy tỉnh táo lại đi.",50
154,Một người trưởng thành có thể thấy một học sinh cấp hai 15 tuổi là đối tượng để hẹn hò không?,23
155,"Điều đáng sợ sẽ ám ảnh gã trai hèn hạ này là mỗi dịp sinh nhật đến, hắn sẽ lại nhớ về chuyện này.",27
156,Đầy rẫy những kẻ bênh vực ấu dâm trong thread này... Mong là sẽ có thêm bằng chứng xác thực hơn được tung ra.,28
157,"Người Hàn Quốc và xã hội đạo đức giả của họ! Bây giờ thì bênh vực và yêu quý cô ấy, trong khi trước đây chỉ toàn chỉ trích.",35
158,Ngay cả người bình thường khi nhận được tin nhắn như vậy từ người yêu cũ cũng sẽ thấy thương cảm hoặc tội nghiệp mà nghĩ đến việc giúp đỡ. Đằng này người nổi tiếng lại có thể lạnh lùng dứt bỏ như vậy... Thật không thể tưởng tượng nổi.,55
159,"Đến lúc người ta chết rồi mới thương hại. Lúc Sae Ron say rượu lái xe thì chửi rủa dữ lắm, lũ người ㅅㅍ thật là gian xảo.",35
160,Thời đó với bây giờ khác nhau một trời một vực.,13
161,Hồi cấp 2 Kim Soo Hyun tệ nhất,8
162,"Vì 700 triệu mà một người chết, lại còn mất toi 20 tỷ do tiền phạt hợp đồng quảng cáo các kiểu, hahahahahahaha. Đúng là tham nhỏ mất lớn mà.",42
163,Kích động sự thù ghét đối với diễn viên <br>Thảo nào mà có nhiều vụ tự tử của người nổi tiếng đến vậy,26
164,Jeon Ji-hyun là người Hoa.,8
165,"Đây không phải là vấn đề có thể kết thúc bằng những lời đàm tiếu cá nhân mà Bộ Văn hóa, Thể thao và Du lịch phải đứng ra tiêu chuẩn hóa hợp đồng bất công của công ty quản lý và giám sát người chưa thành niên. Nếu im lặng vì kiếm ngoại tệ thì chính phủ cũng là đồng phạm. Nỗi ô nhục quốc gia...",77
166,Gần đây 댓글 단 박수정씨 설마 ㄱㅅ 자빨러? 풉 Chị Park Soo-jung mới bình luận gần đây à Chẳng lẽ là tự vả tự thẩm của ㄱㅅ à? 풉 Chắc là có lý do riêng nhưng đừng sống như vậy,53
167,"Dù không hiểu nói gì, tôi vẫn cứ xem",11
168,Dừng bắt nạt trên mạng Kim Soo Hyun! Hãy dừng việc bạo lực mạng nhắm vào Kim Soo Hyun!,21
169,ai đó có thể dịch giúp mình được không ạ,10
170,Không có bản dịch tiếng Indonesia à?,8
