ID,Comment Text,Label
11,"Ông anh làm phim chất thật, cứ để mấy chuyện vặt vãnh lo hộ, tập trung mà ra ""Queen of Tears"" phần twoooooo 💪",Ủng hộ
12,Ôi giời! Tội anh Hyun ghê. Kệ thiên hạ muốn nói gì thì nói chứ đã có ai chịu nghe anh giải thích đầy đủ đâu. Sẵn sàng là một Fan trung thành dài lâu luôn :D,Ủng hộ
13,"Ôi thôi, làm sao tui tin mấy cái tin ba xàm trên mạng cho được. Anh Hyun vẫn đỉnh mà cần gì phải bon chen scandal vô duyên vậy chời! Khổ thân, lại bị lợi dụng rồi.",Ủng hộ
14,"Xem ra cũng hiểu được phần nào áp lực của anh, thôi thì cố mà vượt qua đi nhé!",Ủng hộ
15,"Ôi trời, drama Hàn kiểu này, chê một thì tiếc ba, Kim Soo Hyun cũng có chút vận đen nhỉ. Mong mọi chuyện sớm sáng tỏ.",Ủng hộ
16,"Thích cách anh nhà ứng xử dứt khoát, sống sai thì thị trường trả giá thôi ai cũng vậy mà. Mong mọi việc sẽ nhanh chóng qua đi để ngắm anh trên màn ảnh.",Ủng hộ
17,"Chả hiểu gì đến đây, chắc anh em dọn mâm ăn giỗ tốn kém đây. Khổ. Thôi thì mong ông đừng để nhà báo nó dắt mũi nữa là được!",Ủng hộ
18,"Soo Hyun oppa đỉnh của chóp nhá. Ai làm idol mà không có va chạm chút 😩 Drama như cơn gió thoảng qua thôi mà, lên phim luôn!",Ủng hộ
19,"Anh em, mấy người nhớ lúc đóng ""Điên Thì Có Sao"" không? Xém chút là thành đôi thật rồi còn gì=) Cơ mà giờ tình cảnh này... tôi lại thấy thương anh Hyun ghê, chắc hẳn là giai đoạn anh cần ủng hộ nhất 💪. Bàn dân thiên hạ chỉ nhìn bề nổi nhỉ? Hãy để thời thời gian chứng minh nhé!",Ủng hộ
20,"Ôi giời, người ta làm ăn còn khó hơn mình. Đang yên đang lại thành ""người dưng khác họ” mới đau chớ! Cắt vài cái hợp đồng vậy chứ chả ảnh hưởng gì tầm cỡ quốc dân như anh đâu hahaha. Cứ diễn tiếp phim mới cho dân tình còn có ""cái"" xem đó 😉 👏.",Ủng hộ
21,"Sau bao nhiêu biến cố, tôi chắc rằng anh ấy cần một kỳ nghỉ để trấn tĩnh thôi chứ giờ thì drama này sắp quên lạnh rồi. Ai rồi cũng phải bước tiếp thôi và cần sự chuyên nghiệp ủng hộ từ anh.",Ủng hộ
22,"""Tui thấy anh Hyun đỉnh sẵn rồi mà 🤌, drama vừa thêm độ phủ sóng thôi ýyy""",Ủng hộ
23,"Chà, giờ tung tin gì hot vại? KSH phong độ vẫn đấy nhỉ, lại có phim hay để hóng thôi. Quan trọng là gu mình vẫn cứ là của anh :joy:, diễn xuất đỉnh mà ai làm gì được nhau =]] mình cứ thích diễn viên ""gê gớm"" mới ra trò á. Tiếc chuyện xích mít này thôi chứ mấy chuyện bộc phát nghệ sĩ vẫn cuốn hút mình hơn :))",Ủng hộ
24,"Ai cũng có một quá khứ nhỉ? Quan trọng là tương lai chất lượng thế nào thôi. #KimSooHyun 💪🔥 Tiếp tục cháy hết mình trên màn ảnh nhé anh ơi!
""Khéo che, lại khéo bày,... ai lại tin một đám 'tay ngang rảnh chuyện.'""  Anh KimSoH vẫn vậy, đỉnh! 👍",Ủng hộ
25,Cứ coi như anh đẹp đã lỡ vướng lưới một người có chút sai sót trong quá khứ thôi. Càn quét showbiz thế này chắc đủ gây ấn tượng đó! Fan vẫn yêu thương nha 😘,Ủng hộ
26,Người đàn ông này chắc bị cả drama đổ xuống đầu vậy? Khổ thân. Nhắn tin Telegram với ai chẳng được? Lần này thì xác định.,Ủng hộ
27,"Ôi thôi, ""tổng tài"" quốc dân của tui phải vượt bao nhiêu thử thách mới trụ vững. Đói con tôm ăn con tép, mình xem phim là chính nha, chuyện của họ sao quản... thôi cứ thích mê mấy phim ảnh đã đóng 😍",Ủng hộ
28,"Ủng hộ anh cứ chill đi, bão nào rồi cũng tan thôi mà. Nghèo tựa Kim Sae Ron vậy ai cũng lôi đầu ra moi, thế mới thấy showbiz khắc nghiệt cỡ nào 🤔",Ủng hộ
29,"Anh đã đẹp trai lại còn đào hoa kiểu đấy thì ai mà chịu nổi. Cơ mà dù sao scandal vẫn là scandal, tôi vẫn hóng ảnh tái xuất thôi í ! 🤩",Ủng hộ
30,"Ôi, mấy người lôi thôi, anh Kiên nhà tui phong thái vẫn chất ngất giữa tâm bão. Cái gì đã qua, đã phai, mấy cha nội cứ xào nấu lại. Kim Soo Hyun mãi đỉnh nha.",Ủng hộ
31,"Kim Soo Hyun đỉnh cao diễn xuất còn gì, scandal này chỉ là muỗi đốt inox thôi! Tiếc thay cho bọn ăn theo không có cửa. Anh vẫn luôn cháy hết mình trên mọi concept!",Ủng hộ
32,"Ủa thì có ai điều tra sâu hơn rồi chứng minh anh là tội phạm đâu mà nhãn hàng còn ngạichạy trước rồi nhỉ. Hay anh giỏi quá, người ta ghen ăn tức ở, chơi lại. Đang đợi xem phim mới đây này.",Ủng hộ
33,"Dù anh đã từng nói sai sự thật tôi vẫn cứ thích nhìn cái mặt đó của anh, đóng vai ác còn được. Không thích mấy người đạo đức giả đâu.",Ủng hộ
34,"Sao giờ nhiều người sốt sắng chuyện người khác thế nhỉ? Anh em tốt đôi khi rắc rối thế đấy! Miễn ai hiểu là được. Drama gì chứ, Kim Soo Hyun vẫn đỉnh trong lòng tôi.",Ủng hộ
35,"Tội nghiệp anh Hyun, toàn gặp xui thôi. Mấy tin hành lang toàn thổi phồng. Anh cứ thoải mái đi nào!",Ủng hộ
36,"Đúng là người nổi tiếng khổ thiệt, một câu chuyện đời tư cũng đủ khiến bao nhiêu người lao vào ""đấu tố"". Mong anh mau chóng vượt qua ồn ào để còn tái xuất rầm rộ màn ảnh.",Ủng hộ
37,Tội này mà đòi buông tha thì chẳng biết nói gì. Kim giấu miếng tình sau lớp mặt nạ là trai ngoan rồi nhỉ? Cố lên anh bạn 😗💨,Ủng hộ
38,"Tôi thấy mình đã đọc hơi nhiều tin giật gân rồi. Anh Xứng (ý chỉ tài tử trong phim), đã cống hiến quá nhiều, cứ bình tĩnh đối mặt vậy. Sao nhiều chuyện thị phi ập đến cùng 1 lúc vậy trời... tin vào năng lực của Kim Soo Hyun!",Ủng hộ
39,"""Thật quá đáng khi cứ cố gắng moi móc đời tư của người khác, mình chỉ thấy anh Hyun vô tội. Cứ tập trung vào diễn thôi, chuyện riêng cứ để tự họ giải quyết.""",Ủng hộ
40,Trong giới giải trí này thì ai cũng là nạn nhân của dư luận thôi… Thương anh!,Ủng hộ
41,"Thôi nào, đàn ông độc thân đi lấy tiền cũng bị chửi sao? Anh diễn hay muốn mờ, ai hơi đâu dòm chuyện riêng của anh nữa. Dẹp những đứa gato ghen tị qua một bên. Cứ cool ngầu đỉnh lưu đón brand mới của crush tui thôi! 👌",Ủng hộ
42,Chuyện gì cũng ồn ào quá nhỉ? Rõ ràng sau bao phen bão táp tên tuổi Soo Hyun vẫn là chuẩn mực ấy nhỉ =))))),Ủng hộ
43,Chuyện gì chưa rõ ràng cũng đừng vội tin báo mạng tung hô! Cát xét vẫn sống trong cả tấn sỉ nhục mà xem!,Ủng hộ
44,"Chỉ cần làm diễn cùng tài năng. Khốn nạn giờ ngồi ko rén, ko bít chui đầu vô đâu mà. Anh không làm sai gì, hãy kiện thằng ""viện này"" đi còn chần chờ chi",Ủng hộ
45,"Ôi thời buổi bây giờ r rắc rối thật sự. Chắc chắn anh Kim Soo Hyun là trai chất lượng, dính ""em"" nào mới đáng ngờ chớ nhỉ.",Ủng hộ
46,"Anh đã chứng minh được bản lĩnh showbiz rồi đấy, dù sóng gió cứ ập đến! Kiên cường lên anh ơi, chẳng nợ gì phải giải thích với những góc nhìn sai lệch, mọi chuyện cuối cùng rồi cũng ổn thôi, fan vẫn chờ đón anh! Tiếc thật cho người muốn dập anh lắm nhưng anh tài của cả một bầu trời vậy nên kệ người ta.",Ủng hộ
47,"Ừ thì tin gì mà rần rần trên mạng thấy ông tướng vẫn cân mọi thứ nhẹ tênh thôi, mấy cái ảnh với tin nhắn lung tung nhằm nhò gì. Người giỏi muôn nơi đều trích mời! Thôi kệ!",Ủng hộ
48,"So-hyun ổn mà! Bão táp thế này mà còn đứng vững được mới là đẳng cấp. Mấy người soi mói rảnh quá đi! Đừng để ý mấy tin đồn trên mạng, hãy đón chờ những dự án tuyệt vời với ""người ngoài hành tinh"" thôi. ✨🎉",Ủng hộ
49,"Không phải fan theo chuyện đời tư nhưng Kim Soo Hyun luôn xứng đáng spotlight, diễn gì cũng hay! Phục!🔥",Ủng hộ
50,"Kim Soo Hyun vẫn ngầu như thường, đời tư là của người ta, cứ đợi người diễn của ảnh đóng phim mới hay!",Ủng hộ
51,"Sau tất cả, Hyunik yêu say đắm Kim! Cơn bốc hơi của búa rìu dư luận làm sao cản nổi thần tượng vạn người mê đi đôi tất lệch cơ chứ! Đừng bận tâm mấy chuyện dấm ba dớ, anh vẫn hoàn hảo!",Ủng hộ
52,"Chuyện gì cũng có nhiều phía cả thôi. Cứ để anh bung lụa dự án mới xem sao, nghệ thì phải cần đột phá chứ!",Ủng hộ
53,"Thôi kệ đi, chuyện nghệ sĩ, yêu đương, quen biết giờ cũng trở thành cái gai trong mắt người khác. Ông chú thì đóng phim bao hay, tập trung làm nghệ thuật là được, mấy chuyện khác mặc xác!",Ủng hộ
54,"Biên kịch dạo này chán nghề hay sao ấy, drama này tôi chấm Kim Soo Hyun 1 năm màn ảnh, vừa khỏi đóng phim cũng phải dính drama. Công ty kia làm căng nhỉ, kiểu chẳng lẽ chỉ có vậy gọi là công bằng? Nói chung là chờ thêm động thái của gia tộc Kim rồi tính.",Ủng hộ
55,"Ôi, nghe mấy anh hùng bàn phím phân tích kinh quá, chắc Soo Hyun nhà người ta sốc tới rung động cả Hàn Quốc luôn quá.",Ủng hộ
56,"Phóng viên còn nhiều chuyện mà khai thác đi. Ông chú này sống kín tiếng hơn đường hầm các mỏ nhỉ, giờ lại bị moi móc. Thế người ta yêu ai chửi ai, sao mình cứ sống xăm soi thế nhỉ.",Ủng hộ
57,"Anh không làm gì sai! Ai cũng có đồng nghiệp, đâu phải mỗi người nổi tiếng thì phải cưới diễn viên đâu",Ủng hộ
58,"Mấy ông cứ soi mói người ta quá chi. Ai cũng có góc khuất, quan trọng người ta sửa đổi hướng sống tích cực mà.",Ủng hộ
59,"Thôi thì cũng chậc lưỡi an ủi Khả năng diễn xuất của a vẫn là hàng hiếm đó, ráng qua sóng gió thôi chứ biết sao. Tinh thần!",Ủng hộ
60,"Ôi giời ơi, showbiz bây giờ làm tôi hoang mang quá. Kệ người ta, cứ phim hay là tôi theo thôi. Ai đời lại kiếm chuyện với trai đẹp! Gold Medalist đáng đồng tiền bát gạo nha.",Ủng hộ
61,"Thời buổi này, không có bằng chứng chính xác thì cứ xem tạm vậy. Người ta cũng bảo nhau làm phim thôi mà. Anh chắc vẫn được tin lắm! 😉 Hãy chiến đấu sao còn làm fan được hờ hững với crush. ❤️🎉✨",Ủng hộ
62,Tội nhất anh tôi là ở không lại dính drama đủ kiểu. Khổ Kim Soo Hyun!,Ủng hộ
63,"Tôi thấy người đi đường tạt ngang va vào không nên bắt giục tài xế nhà ta! Anh cứ tiến xa con đường sự nghiệp vậy thôi, thiên hạ bàn tán thị phi đã có mình mình lo 🥰",Ủng hộ
64,Ai rồi cũng chỉ là nạn nhân của hoàn cảnh thôi mà! Đổi góc nhìn thấy anh đẹp trai lại càng thêm thiệt thòi ấy chứ.,Ủng hộ
65,"Ông chú vẫn mãi một đẳng cấp, mấy ông gato cứ xía vào làm tui xỉu up xỉu down.",Ủng hộ
66,"Ủng hộ anh Soo Hyun! Bao vụ scandal xảy ra rồi, cũng vẫn ""khửu tay rã đám đồng đội"". Mạnh mẽ sống tiếp nha, có chúng fan vẫn luôn bênh cạnh nè!",Ủng hộ
67,"Ông chú Kim vẫn phong độ quá ha, mấy trò lá cải này chỉ hạ bệ mấy người mới debut thôi. 😌",Ủng hộ
68,"Chậc, người anh đã bị oan! Giữa bão táp tố, kiểu gì cuối cùng lại tìm bằng chứng chả có tác dụng gì cơ chứ. Ủng hộ oppa vẫn kiên cường tiếp tục con đường nghệ thuật 😎",Ủng hộ
69,"Thương cho ông anh Soo Hyun, số dính vạch quá. Kiểu drama cuốn liên tục lại càng lên làm mình nhớ đến thời ""Vì sao đưa anh tới"" chứ toàn là siêu năng lực tình cảm luôn! Dù sao vẫn cứ ủng hộ hết lòng, một cái tên huyền thoại giữ phong độ như vậy thì không lẽ công chúng dễ quên vậy á?",Ủng hộ
70,"Gục ngã, rồi lại đường hoàng đứng dậy. Khâm phục cách anh ấy giữ ý tứ tới bây giờ. Quyết liệt lên anh bạn!",Ủng hộ
71,"Ô hô, người đâu mà bị tá trợ thế kia. Chẳng biết chuyện gì mà người thương đổ cả ra đường rồi.. thôi thì vẫn vote luôn để anh comeback hoành tráng!",Ủng hộ
72,Ai rồi cũng có đồng nghiệp mà thâu! Chị em đứng lên bênh đồng nghiệp nào!,Ủng hộ
73,"Ôi giời, giờ thì mọi thứ đều thành tội lỗi chắc. Anh đẹp thì cứ lao vào mà gán ai chả thích Kim Soo Hyun, quan trọng gì mấy chi tiết nho nhỏ. Ai chẳng có bí mật, tha cho người ta đi! Anh cố lên idol nha 🥹",Ủng hộ
74,"Mình chỉ hóng thôi ấy mà, xem phim Kim Soo Hyun bao năm vẫn ưng! Drama thì đâu hẳn là lỗi tại anh í... cứ đổ cho luật nhân quả thời tiết trước vậy!",Ủng hộ
75,Anh Hyun cứ thủng hết các hợp đồng luôn đi để nhan nhản phim hay đây mà lo gì.,Ủng hộ
76,"Trời đất, ai rồi cũng có bí mật thôi, huống chi người nổi tiếng. Fan tin tưởng anh vẫn ổn cả 😉",Ủng hộ
77,"Ôi trời, làm gì làm thì tôi vẫn xem phim anh Hyunn cả, dù là thế nào. Mê trai!",Ủng hộ
78,"Uầy, mấy ""chính đáng"" vừa rén vừa cay kiểu gì ấy nhỉ. Nhìn anh tôi sống khép nép từ nay xem... K thèm quan tâm tin tức hay clip gì, vẫn thấy đẹp trai là được. :))))",Ủng hộ
79,"Ôi thôi, drama ồn ào thiệt chứ. Gạ gẫm một em ít tuổi v hả trời. Chắc chắn có uẩn khúc. Tôi thề đấy! Vớt scandal cứu độ, phải không mấy chế?! Anh làm sao đó tôi vẫn là fan trung thành ahihi! Hổ phụ thì sinh hổ tử, nghiệp quật không sai (nghe cái từ quen ghê...)!",Ủng hộ
80,"Ôi, nghệ thuật thật khác với cuộc sống thực, mọi người nhỉ? Cát xê thôi cũng cả đống, bóc phốt nhau thì ""quà"" còn lớn nữa. Cứ xem mà cổ vũ anh chiến tới cùng! Ai rồi cũng sai lầm thôi. Fan luôn ở bên, gác tay lên trán đợi phim mới của anh! 😉",Ủng hộ
81,"""Hóng xem ai khóc đây haha Cố lên anh Hai mặt của tui oiii"" """,Ủng hộ
82,"Đọc mấy tin hẹn hò tào lao mệt óc. Cứ lo đi diễn cho hay đã, phim mới cháy là vui rầu ạ. Không thích thì có người khác xem, đơn giản vậy thôi!",Ủng hộ
83,"Chắc chỉ là người trong ngành đồn thổi lung tung thôi ấy mà, ảnh mình đẹp zai lại là ""trai hư"" ngầm thì bán đứt, đứt gẫu cũng nhiều show lắm chớ 😇 Tin đồn nhảm với lại Kim So Hyun đóng gì là tui khoái mắt, hóng xem phim của anh quá trời!",Ủng hộ
84,Sao mấy người gato Kim Soo Hyun vậy trời? Tui thấy ổng vẫn chất lượng mà! Quan tâm làm gì chuyện tình cảm người ta!,Ủng hộ
85,"Không biết mọi người sao chứ tớ vẫn cứ thích Kim Soo Hyun kinh khủng, từ sao y chang anh luôn hay gì đó quên tên rồi, dù sao vẫn hóng phim mới!",Ủng hộ
86,"Bro, người ta đồn với cả điều, chưa xác minh gì đã unfriend rồi diss nhau ầm ĩ. Cứ đợi tin cuối xem ra răng nhé, drama hay đâu có sót được oppa đâu!",Ủng hộ
87,"Thương chồng dại chợ. Có lẽ chúng ta cũng chưa nên phán xét làm gì, cứ để anh cân bằng cái ván cược này trước đi đã. Hy vọng scandal này giống như thuốc thử, đủ để anh chọn kịch bản chất nhé.",Ủng hộ
88,"Thương lái đóng rong cũng kiếm được đôi ba đồng nhoàiii 😇 Người ta đẹp trai, giàu lại nhiều fan, giờ kiếm việc làm mẻ sứt chút có ai thèm. Đúng là dạo này khó khăn đổ đầu anh lại. Tội anh!",Ủng hộ
89,"Kim Soo Hyun lại bị ""gả"" oan rồi, thôi thì cứ coi màn hình phẳng tivi mình thôi, tập trung cho vai diễn đi anh!",Ủng hộ
90,"Chơi chiêu gom tiền với lại đá xéo thế kia... Cũng giỏi sống sót ở Kbiz đấy, tài thật!",Ủng hộ
91,"Tôi vẫn luôn hóng xem ảnh đóng phim mới anh này thôi á. Chuyện bên lề tôi kệ. Ai cũng có quyền sai, chứ người nhà người ta tự xử là đúng gòi, mình cứ chờ siêu phẩm nhé!",Ủng hộ
92,"Chịu thôi chứ bi giờ biết sao, làm idol khổ cực vậy đó chắc vì nghệ thuật.",Ủng hộ
93,"Tôi thấy hơi tội cho anh nhưng tin này cũng căng đấy, thôi thì im lặng cho nước lặng thôi!",Ủng hộ
94,"Thái độ chuyên nghiệp từ anh Khô, đã đến lúc bọn anti trả những chiếc like xem ủng hộ idol một chút coi 😴",Ủng hộ
95,"Ôi showbiz. Mấy cái drama kiểu này thấy quen. Nguyện cứu công ty, ai quan tâm nữa đúng hong ta. Cứ thích tung chiêu vào lúc hợp tác dở mà không thèm báo trước. Anh Soo Hyun chắc chắn đen lắm thì mới bị dính chưởng như vậy.",Ủng hộ
96,Anh Kim diễn hay kiểu gì scandal vẫn xô bồ thế này không có ai quan tâm hay sao mà người ta làm rùm beng hết lên thế là sao! Khổ thân anh quá.,Ủng hộ
97,"Ôi xời, nghề người nổi tiếng khổ thế đấy! Tội anh không. Mấy người làm như là chẳng ai từng phạm sai sót cuộc đời =)) Cứ drama dài kì của Kim Soo Hyun tui vẫn hóng phim anh =))) Làm nghệ còn có Gold Medalist ủng hộ tới cùng nữa là vui chứ sao.",Ủng hộ
98,"Chuyện này drama quá, tôi thì vẫn hóng phim của anh Du thôi. Ai làm trò gì tự chịu thôi anh ơi, cứ thẳng tiến lên, fandom em vẫn cân tất :D",Ủng hộ
99,Sao tự nhiên lôi Kim Sae Ron vào mấy chuyện drama vô lý này nhỉ? Tội anh Soo Hyun quá!,Ủng hộ
100,"Ông chú vẫn là nhất, tin làm sao đồn với cả tin. Bảo bênh mới lạ chứ gì nữa. Cứ việc diễn rồi tính nè, ai làm gì được fan hâm mộ của cha chứ",Ủng hộ
101,"Tui tin Soo Hyun, chỉ một khoảnh khắc nông nổi vướng vào thôi, con người thì ai chả có lúc này lúc kia, nhưng fan vẫn ở bên đúng không?

Xin lỗi bạn, nội dung vi phạm các qui định, xin mời bạn viết lại dựa theo hướng dẫn sau

Bình luận cần phản ánh quan điểm ủng hộ Kim Soo Hyun. Bình luận không sử dụng tiếng lóng(như tui, chả, kiểu…), viết tắt(haha, cm, bot,..) hoặc các phương pháp thay thế từ, icon.

Mời bạn viết lại bình luận sau những thay đổi này.",Ủng hộ
102,"Ô mai, thôi nào mấy má báo tí chuyện quá đấy. Anh Hyun đẹp trai chém gió tý thôi mà căng đét như tên lửa các mẹ ạ. Quá đáng!",Ủng hộ
103,"Ừhm, sau này người tốt toàn phải gặp thị phi, anh cứ ung dung nha. Cơn thịnh nỗ báo chí với mạng xã hội rồi sẽ qua ấy mà, ai tin anh thì luôn tin thôi! Kiểu gì rồi người tài cũng tự toả sáng ấy mà 🥰",Ủng hộ
104,"Ôi, mấy người rảnh vậy, dựng chuyện bôi bác nghệ sĩ người ta chỉ vì… chưa biết chắc là chuyện gì. Cứ đợi bằng chứng đã xong phán!",Ủng hộ
105,"Chốt, vẫn là anh nhà mình! Ngay cả khi drama ập đến cũng không dìm được anh tài. Mong mọi chuyện êm xuôi, công ty giờ biết hành xử ghê. Yêu quý Kim Soo Hyun.",Ủng hộ
106,"Thương anh, showbiz drama này cứ xoắn quẩy đủ kiểu thế mà, chỉ là vài bức hình thôi chứ có bắt quả tang tại trận gì đâu?! Khổ thân anh. Vote 👍 Kim Soo Hyun muôn năm! 😎💖
Cảm ơn ạ!",Ủng hộ
107,"Tôi có niềm tin vào ""Anh cứ cười"" và tài năng của Kim Soo Hyun! Những chuyện lùm xùm chắc chắn không thể làm giảm đi cái vẻ đẹp trai trời phú với acting đỉnh của anh! Sàn diễn rộng mở cho ""Ông trùm"" vẫn tỏa sáng hoy!",Ủng hộ
108,"Ôi dào, người làm vẫn cứ phải diễn thôi các mẹ ơi, chuyện gì rồi cũng qua. Lo phim hay là trên hết!",Ủng hộ
109,"Thôi xong, chưa kịp mua quảng cáo dính vào em là tiêu đời Kim Yoo Ryung rồi =))) Dù gì thì cũng thấy anh cố gắng đóng phim, ra sản phẩm nhiều là ổn, scandal mấy thôi kệ! 😎",Ủng hộ
110,"Trông anh vẫn giữ được phong độ đỉnh cao nhất showbiz đấy! Mấy ""ông lớn"" kia cứ sợ bị dằm thế thôi chứ trai tài gái sắc chơi với nhau là thường, chuyện này người cũng chẳng ai chết.",Ủng hộ
111,"Mấy người lúc nào cũng nhảy xồ cả lên! Kim Soo Hyun giờ cứ thoải mái hưởng trái ngọt đi nhá, diễn viên Hàn kiểu gì rồi sẽ có đường! Sẵn sắp phim coi trước luôn. Bravo Kim 💯👍.",Ủng hộ
112,"Thế là tóm lại là anh đẹp trai có chút dây mơ rễ má ngày xưa, dân tình xồn xao thế cũng vui nhà vui cửa cả. Mà nhà báo hết hot hay sao cứ bới móc quá trời, đã bảo anh chỉ xem người ta là đồng nghiệp còn gì Tóm lại, giờ vẫn phải là thần tượng của nhiều người đúng hong?",Ủng hộ
113,"Drama này cũng hơi chán, trai độc thân quyên tiền trả nhân sự cũ thôi có gì căng. Kim Soo Hyun, chơi!",Ủng hộ
114,"Anh đẹp, anh có quyền! Tí thì ""Sao Kim tới giờ không cần ai dẫn!""",Ủng hộ
115,"Ngán những bọn rỗi hơi vào soi mói đời tư! Hy vọng anh vẫn ổn, mọi việc rồi sẽ qua thôi. Cố lên anh Xổm nhà ơi! Fan luôn cạnh bên!",Ủng hộ
116,"Tôi nghĩ mấy người đang làm quá vấn đề lên. Làm việc thì cần uy tín chuyên môn nha, giờ tôi chỉ muốn biết khi nào ra phim mới thoiii!",Ủng hộ
117,"Haizz, đã là sao lớn thì số có lên voi xuống chó thôi mọi người ơi. Anh vẫn đỉnh của chóp được à! Khổ, đi đâu cũng thành đề tài. Nhưng coi lại cách phản ứng đã là quá chuẩn chỉnh. Qua cơn mưa trời lại sáng thôi!💪",Ủng hộ
118,"Thôi không biết sao, chứ giờ tôi thèm thấy anh này trên màn ảnh, chờ ngày anh ấy cháy hơn thôi",Ủng hộ
119,"Ôi giời ơi, đọc tin này mà hết hồn! Anh Hyun diễn hay vậy mà dính mấy vận xui. Thật ra con trai có đẹp trai có tài mà! cứ tận hưởng thôi :))) Anh cứ đường hoàng sống thôi các chị em trên mạng không chấp đâuuu!",Ủng hộ
120,"Ôi giời ạ, người đẹp chẳng liên quan gì đến chuyện mình ngoại trừ công ty thì toàn drama không, tôi cũng nghĩ mấy người làm drama kiếm chuyện quá. Coi như mọi người đều tự xem lại mấy thể loại hẹn hò bí mật có nên đào tiếp không, người ta đã lên tiếng rồi drama thì nên bớt đi. Chuyện của anh chỉ bị làm tới mức kinh khủng thôi chớ tôi nghĩ là chuyện không hề đen tối. Thương bạn!",Ủng hộ
121,"Anh em mình biết ai hơn ai mấy mà đi phán xét. Cứ enjoy cuộc đời của người ta thôi, sự thật rồi sẽ lộ ra nhé. Ủng hộ cả hai 🥰",Ủng hộ
122,"Phim của anh vẫn phải xem đã chứ nhỉ. Cày cu bét. Tiếc tiền tôi ra rạp quá! Sao tự nhiên tôi simp anh ta lại, mọi người nhỉ?",Ủng hộ
123,"Ui giời drama này căng đấy nhưng phim nào của anh vẫn phải cày thôi ủng hộ thần tượng là trên hết 😌 Lỡ mà có scandal vầy rùi thì đóng mấy phim kiểu khác cho người khác thấy đẳng cấp thử xem, ai bảo Kim Soo Hyun vừa đóng phim tình cảm ngôn tình lại diễn hình sự đỉnh cao. Ờ thì người ta cũng đâu có công khai hẹn hò gì rồi, lại tóm đầu hỏi này nọ, mệt. Nhìn đi rồi mấy em sao hở tí là yêu đương ầm ĩ vậy mà showbiz thiếu gì người ta vẫn mến mộ, cứ làm theo những gì anh thấy đúng ấy 😉.",Ủng hộ
124,"Tội! Kiếp showbiz nó nhọ thế đấy, đồng hành cùng anh vẫn nhé!!!",Ủng hộ
125,"Kim Soo Hyun ơi, cứ đường hoàng mà sống tiếp đi mọi người! Sóng gió chút thôi mà! Quan trọng thần thái vẫn cháy hết mình nhé! ✨",Ủng hộ
126,"Ôi thôi, showbiz. Anh Soo Hyun nhà mình tài năng ngút trời nên bị người ta ghen ăn tức ở đây mà. Ai không quen biết người ta làm drama chứ ai. Khổ thân trai tài gái sắc toàn đứng im hứng bão",Ủng hộ
127,"Anh là idol em mê tít, tin anh nha chứ người yêu tin lá cải làm gì. Cứ bung kèo sắp tới nữa đi anh. Tuyệt vời!",Ủng hộ
128,Sao mà ghét mấy kẻ hay làm quá vậy. Chỉ là chuyện của người ta lo chi cho mệt óc = )) Anh vẫn chất thôi anh ơi! Lo mà đóng phim cho em ngắm nhé.,Ủng hộ
129,"Dù sao cũng phục độ “chịu chơi"" của anh, cứ từ tốn mà xử lý thôi. Ai chứ Kim Soo Hyun fan vẫn ở lại chờ anh!",Ủng hộ
